"Código","Unidade Territorial","UF","Referência","Municípios que aderiram ao Programa Criança Feliz"
"270220","COQUEIRO SECO","AL","11/2018","1"
"270220","COQUEIRO SECO","AL","08/2019","1"
"270220","COQUEIRO SECO","AL","04/2019","1"
"270220","COQUEIRO SECO","AL","02/2019","1"
"270220","COQUEIRO SECO","AL","09/2018","1"
"270220","COQUEIRO SECO","AL","10/2019","1"
"270230","CORURIPE","AL","11/2018","1"
"270230","CORURIPE","AL","02/2019","1"
"270230","CORURIPE","AL","10/2019","1"
"270230","CORURIPE","AL","12/2018","1"
"270230","CORURIPE","AL","09/2018","1"
"270230","CORURIPE","AL","04/2019","1"
"270230","CORURIPE","AL","09/2019","1"
"270230","CORURIPE","AL","08/2019","1"
"270230","CORURIPE","AL","05/2019","1"
"270230","CORURIPE","AL","10/2018","1"
"270230","CORURIPE","AL","03/2019","1"
"270230","CORURIPE","AL","06/2019","1"
"270230","CORURIPE","AL","01/2019","1"
"270230","CORURIPE","AL","07/2019","1"
"270235","CRAÍBAS","AL","09/2018","1"
"270235","CRAÍBAS","AL","01/2019","1"
"270235","CRAÍBAS","AL","06/2019","1"
"270235","CRAÍBAS","AL","10/2019","1"
"270235","CRAÍBAS","AL","10/2018","1"
"270235","CRAÍBAS","AL","09/2019","1"
"270235","CRAÍBAS","AL","07/2019","1"
"270235","CRAÍBAS","AL","12/2018","1"
"270235","CRAÍBAS","AL","03/2019","1"
"270235","CRAÍBAS","AL","02/2019","1"
"270235","CRAÍBAS","AL","04/2019","1"
"270235","CRAÍBAS","AL","11/2018","1"
"270235","CRAÍBAS","AL","05/2019","1"
"270235","CRAÍBAS","AL","08/2019","1"
"270240","DELMIRO GOUVEIA","AL","05/2019","1"
"270240","DELMIRO GOUVEIA","AL","01/2019","1"
"270240","DELMIRO GOUVEIA","AL","09/2018","1"
"270240","DELMIRO GOUVEIA","AL","04/2019","1"
"270240","DELMIRO GOUVEIA","AL","06/2019","1"
"270240","DELMIRO GOUVEIA","AL","03/2019","1"
"270240","DELMIRO GOUVEIA","AL","07/2019","1"
"270240","DELMIRO GOUVEIA","AL","10/2019","1"
"270240","DELMIRO GOUVEIA","AL","09/2019","1"
"270240","DELMIRO GOUVEIA","AL","12/2018","1"
"270240","DELMIRO GOUVEIA","AL","02/2019","1"
"270240","DELMIRO GOUVEIA","AL","10/2018","1"
"270240","DELMIRO GOUVEIA","AL","11/2018","1"
"270240","DELMIRO GOUVEIA","AL","08/2019","1"
"270250","DOIS RIACHOS","AL","03/2019","1"
"270250","DOIS RIACHOS","AL","04/2019","1"
"270250","DOIS RIACHOS","AL","10/2019","1"
"270250","DOIS RIACHOS","AL","09/2019","1"
"270250","DOIS RIACHOS","AL","06/2019","1"
"270250","DOIS RIACHOS","AL","01/2019","1"
"270250","DOIS RIACHOS","AL","08/2019","1"
"270250","DOIS RIACHOS","AL","02/2019","1"
"270250","DOIS RIACHOS","AL","12/2018","1"
"270250","DOIS RIACHOS","AL","07/2019","1"
"270250","DOIS RIACHOS","AL","05/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","05/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","06/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","09/2018","1"
"270255","ESTRELA DE ALAGOAS","AL","12/2018","1"
"270255","ESTRELA DE ALAGOAS","AL","09/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","04/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","03/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","01/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","11/2018","1"
"270255","ESTRELA DE ALAGOAS","AL","07/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","02/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","08/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","10/2019","1"
"270255","ESTRELA DE ALAGOAS","AL","10/2018","1"
"270260","FEIRA GRANDE","AL","09/2019","1"
"270260","FEIRA GRANDE","AL","04/2019","1"
"270260","FEIRA GRANDE","AL","02/2019","1"
"270260","FEIRA GRANDE","AL","03/2019","1"
"270260","FEIRA GRANDE","AL","10/2019","1"
"270260","FEIRA GRANDE","AL","10/2018","1"
"270260","FEIRA GRANDE","AL","12/2018","1"
"270260","FEIRA GRANDE","AL","07/2019","1"
"270260","FEIRA GRANDE","AL","01/2019","1"
"270260","FEIRA GRANDE","AL","11/2018","1"
"270260","FEIRA GRANDE","AL","08/2019","1"
"270260","FEIRA GRANDE","AL","09/2018","1"
"270260","FEIRA GRANDE","AL","06/2019","1"
"270260","FEIRA GRANDE","AL","05/2019","1"
"270270","FELIZ DESERTO","AL","02/2019","1"
"270270","FELIZ DESERTO","AL","11/2018","1"
"270270","FELIZ DESERTO","AL","07/2019","1"
"270270","FELIZ DESERTO","AL","06/2019","1"
"270270","FELIZ DESERTO","AL","09/2019","1"
"270270","FELIZ DESERTO","AL","10/2019","1"
"270270","FELIZ DESERTO","AL","03/2019","1"
"270270","FELIZ DESERTO","AL","04/2019","1"
"270270","FELIZ DESERTO","AL","08/2019","1"
"270270","FELIZ DESERTO","AL","10/2018","1"
"270270","FELIZ DESERTO","AL","05/2019","1"
"270270","FELIZ DESERTO","AL","09/2018","1"
"270270","FELIZ DESERTO","AL","01/2019","1"
"270270","FELIZ DESERTO","AL","12/2018","1"
"270280","FLEXEIRAS","AL","01/2019","1"
"270280","FLEXEIRAS","AL","02/2019","1"
"270280","FLEXEIRAS","AL","11/2018","1"
"270280","FLEXEIRAS","AL","06/2019","1"
"270280","FLEXEIRAS","AL","08/2019","1"
"270280","FLEXEIRAS","AL","09/2018","1"
"270280","FLEXEIRAS","AL","12/2018","1"
"270280","FLEXEIRAS","AL","10/2019","1"
"270280","FLEXEIRAS","AL","10/2018","1"
"270280","FLEXEIRAS","AL","04/2019","1"
"270280","FLEXEIRAS","AL","05/2019","1"
"270280","FLEXEIRAS","AL","07/2019","1"
"270280","FLEXEIRAS","AL","03/2019","1"
"270280","FLEXEIRAS","AL","09/2019","1"
"270290","GIRAU DO PONCIANO","AL","03/2019","1"
"270290","GIRAU DO PONCIANO","AL","02/2019","1"
"270290","GIRAU DO PONCIANO","AL","01/2019","1"
"270290","GIRAU DO PONCIANO","AL","04/2019","1"
"270290","GIRAU DO PONCIANO","AL","12/2018","1"
"270290","GIRAU DO PONCIANO","AL","09/2019","1"
"270290","GIRAU DO PONCIANO","AL","08/2019","1"
"270290","GIRAU DO PONCIANO","AL","10/2018","1"
"270290","GIRAU DO PONCIANO","AL","09/2018","1"
"270290","GIRAU DO PONCIANO","AL","05/2019","1"
"270290","GIRAU DO PONCIANO","AL","10/2019","1"
"270290","GIRAU DO PONCIANO","AL","06/2019","1"
"270290","GIRAU DO PONCIANO","AL","11/2018","1"
"270290","GIRAU DO PONCIANO","AL","07/2019","1"
"270300","IBATEGUARA","AL","03/2019","1"
"270300","IBATEGUARA","AL","04/2019","1"
"270300","IBATEGUARA","AL","01/2019","1"
"270300","IBATEGUARA","AL","09/2019","1"
"270300","IBATEGUARA","AL","02/2019","1"
"270300","IBATEGUARA","AL","05/2019","1"
"270300","IBATEGUARA","AL","10/2019","1"
"270300","IBATEGUARA","AL","12/2018","1"
"270300","IBATEGUARA","AL","07/2019","1"
"270300","IBATEGUARA","AL","11/2018","1"
"270300","IBATEGUARA","AL","10/2018","1"
"270300","IBATEGUARA","AL","08/2019","1"
"270300","IBATEGUARA","AL","06/2019","1"
"270300","IBATEGUARA","AL","09/2018","1"
"270310","IGACI","AL","07/2019","1"
"270310","IGACI","AL","12/2018","1"
"270310","IGACI","AL","01/2019","1"
"270310","IGACI","AL","06/2019","1"
"270310","IGACI","AL","10/2018","1"
"270310","IGACI","AL","10/2019","1"
"270310","IGACI","AL","03/2019","1"
"270310","IGACI","AL","02/2019","1"
"270310","IGACI","AL","11/2018","1"
"270310","IGACI","AL","05/2019","1"
"270310","IGACI","AL","08/2019","1"
"270310","IGACI","AL","09/2018","1"
"270310","IGACI","AL","04/2019","1"
"270310","IGACI","AL","09/2019","1"
"270320","IGREJA NOVA","AL","03/2019","1"
"270320","IGREJA NOVA","AL","12/2018","1"
"270320","IGREJA NOVA","AL","01/2019","1"
"270320","IGREJA NOVA","AL","04/2019","1"
"270320","IGREJA NOVA","AL","02/2019","1"
"270320","IGREJA NOVA","AL","06/2019","1"
"270320","IGREJA NOVA","AL","11/2018","1"
"270320","IGREJA NOVA","AL","09/2019","1"
"270320","IGREJA NOVA","AL","07/2019","1"
"270320","IGREJA NOVA","AL","10/2018","1"
"270320","IGREJA NOVA","AL","10/2019","1"
"270320","IGREJA NOVA","AL","05/2019","1"
"270320","IGREJA NOVA","AL","08/2019","1"
"270320","IGREJA NOVA","AL","09/2018","1"
"270330","INHAPI","AL","05/2019","1"
"270330","INHAPI","AL","03/2019","1"
"270330","INHAPI","AL","09/2018","1"
"270330","INHAPI","AL","10/2019","1"
"270330","INHAPI","AL","06/2019","1"
"270330","INHAPI","AL","11/2018","1"
"270330","INHAPI","AL","07/2019","1"
"270330","INHAPI","AL","01/2019","1"
"270330","INHAPI","AL","04/2019","1"
"270330","INHAPI","AL","12/2018","1"
"270330","INHAPI","AL","09/2019","1"
"270330","INHAPI","AL","08/2019","1"
"270330","INHAPI","AL","02/2019","1"
"270330","INHAPI","AL","10/2018","1"
"270340","JACARÉ DOS HOMENS","AL","09/2018","1"
"270340","JACARÉ DOS HOMENS","AL","01/2019","1"
"270340","JACARÉ DOS HOMENS","AL","12/2018","1"
"270340","JACARÉ DOS HOMENS","AL","04/2019","1"
"270340","JACARÉ DOS HOMENS","AL","10/2018","1"
"270340","JACARÉ DOS HOMENS","AL","02/2019","1"
"270340","JACARÉ DOS HOMENS","AL","05/2019","1"
"270340","JACARÉ DOS HOMENS","AL","11/2018","1"
"270340","JACARÉ DOS HOMENS","AL","09/2019","1"
"270340","JACARÉ DOS HOMENS","AL","08/2019","1"
"270340","JACARÉ DOS HOMENS","AL","10/2019","1"
"270340","JACARÉ DOS HOMENS","AL","06/2019","1"
"270340","JACARÉ DOS HOMENS","AL","07/2019","1"
"270340","JACARÉ DOS HOMENS","AL","03/2019","1"
"270350","JACUÍPE","AL","06/2019","1"
"270350","JACUÍPE","AL","01/2019","1"
"270350","JACUÍPE","AL","05/2019","1"
"270350","JACUÍPE","AL","02/2019","1"
"270350","JACUÍPE","AL","09/2019","1"
"270350","JACUÍPE","AL","03/2019","1"
"270350","JACUÍPE","AL","09/2018","1"
"270350","JACUÍPE","AL","04/2019","1"
"270350","JACUÍPE","AL","12/2018","1"
"270350","JACUÍPE","AL","10/2018","1"
"270350","JACUÍPE","AL","11/2018","1"
"270350","JACUÍPE","AL","08/2019","1"
"270350","JACUÍPE","AL","10/2019","1"
"270350","JACUÍPE","AL","07/2019","1"
"270370","JARAMATAIA","AL","12/2018","1"
"270370","JARAMATAIA","AL","06/2019","1"
"270370","JARAMATAIA","AL","04/2019","1"
"270370","JARAMATAIA","AL","08/2019","1"
"270370","JARAMATAIA","AL","05/2019","1"
"270370","JARAMATAIA","AL","01/2019","1"
"270370","JARAMATAIA","AL","11/2018","1"
"270370","JARAMATAIA","AL","09/2018","1"
"270370","JARAMATAIA","AL","07/2019","1"
"270370","JARAMATAIA","AL","09/2019","1"
"270370","JARAMATAIA","AL","10/2019","1"
"270370","JARAMATAIA","AL","03/2019","1"
"270370","JARAMATAIA","AL","02/2019","1"
"270370","JARAMATAIA","AL","10/2018","1"
"270375","JEQUIÁ DA PRAIA","AL","01/2019","1"
"270375","JEQUIÁ DA PRAIA","AL","07/2019","1"
"270375","JEQUIÁ DA PRAIA","AL","02/2019","1"
"270375","JEQUIÁ DA PRAIA","AL","08/2019","1"
"270375","JEQUIÁ DA PRAIA","AL","10/2018","1"
"270375","JEQUIÁ DA PRAIA","AL","12/2018","1"
"270375","JEQUIÁ DA PRAIA","AL","09/2019","1"
"270375","JEQUIÁ DA PRAIA","AL","09/2018","1"
"270375","JEQUIÁ DA PRAIA","AL","03/2019","1"
"270375","JEQUIÁ DA PRAIA","AL","06/2019","1"
"270375","JEQUIÁ DA PRAIA","AL","05/2019","1"
"270375","JEQUIÁ DA PRAIA","AL","10/2019","1"
"270375","JEQUIÁ DA PRAIA","AL","11/2018","1"
"270375","JEQUIÁ DA PRAIA","AL","04/2019","1"
"270390","JUNDIÁ","AL","07/2019","1"
"270390","JUNDIÁ","AL","05/2019","1"
"270390","JUNDIÁ","AL","10/2019","1"
"270390","JUNDIÁ","AL","02/2019","1"
"270390","JUNDIÁ","AL","08/2019","1"
"270390","JUNDIÁ","AL","11/2018","1"
"270390","JUNDIÁ","AL","09/2019","1"
"270390","JUNDIÁ","AL","09/2018","1"
"270390","JUNDIÁ","AL","10/2018","1"
"270390","JUNDIÁ","AL","01/2019","1"
"270390","JUNDIÁ","AL","12/2018","1"
"270390","JUNDIÁ","AL","06/2019","1"
"270390","JUNDIÁ","AL","04/2019","1"
"270390","JUNDIÁ","AL","03/2019","1"
"270400","JUNQUEIRO","AL","05/2019","1"
"270400","JUNQUEIRO","AL","10/2018","1"
"270400","JUNQUEIRO","AL","07/2019","1"
"270400","JUNQUEIRO","AL","10/2019","1"
"270400","JUNQUEIRO","AL","09/2019","1"
"270400","JUNQUEIRO","AL","09/2018","1"
"270400","JUNQUEIRO","AL","08/2019","1"
"270400","JUNQUEIRO","AL","11/2018","1"
"270400","JUNQUEIRO","AL","03/2019","1"
"270400","JUNQUEIRO","AL","04/2019","1"
"270400","JUNQUEIRO","AL","02/2019","1"
"270400","JUNQUEIRO","AL","12/2018","1"
"270400","JUNQUEIRO","AL","01/2019","1"
"270400","JUNQUEIRO","AL","06/2019","1"
"270410","LAGOA DA CANOA","AL","08/2019","1"
"270410","LAGOA DA CANOA","AL","01/2019","1"
"270410","LAGOA DA CANOA","AL","12/2018","1"
"270410","LAGOA DA CANOA","AL","05/2019","1"
"270410","LAGOA DA CANOA","AL","02/2019","1"
"270410","LAGOA DA CANOA","AL","07/2019","1"
"270410","LAGOA DA CANOA","AL","06/2019","1"
"270410","LAGOA DA CANOA","AL","04/2019","1"
"270410","LAGOA DA CANOA","AL","10/2018","1"
"270410","LAGOA DA CANOA","AL","11/2018","1"
"270410","LAGOA DA CANOA","AL","09/2018","1"
"270410","LAGOA DA CANOA","AL","03/2019","1"
"270410","LAGOA DA CANOA","AL","09/2019","1"
"270410","LAGOA DA CANOA","AL","10/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","06/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","07/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","10/2018","1"
"270420","LIMOEIRO DE ANADIA","AL","12/2018","1"
"270420","LIMOEIRO DE ANADIA","AL","08/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","10/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","09/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","03/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","11/2018","1"
"270420","LIMOEIRO DE ANADIA","AL","09/2018","1"
"270420","LIMOEIRO DE ANADIA","AL","05/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","04/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","02/2019","1"
"270420","LIMOEIRO DE ANADIA","AL","01/2019","1"
"270430","MACEIÓ","AL","01/2019","1"
"270430","MACEIÓ","AL","07/2019","1"
"270430","MACEIÓ","AL","03/2019","1"
"270430","MACEIÓ","AL","05/2019","1"
"270430","MACEIÓ","AL","09/2019","1"
"270430","MACEIÓ","AL","09/2018","1"
"270430","MACEIÓ","AL","06/2019","1"
"270430","MACEIÓ","AL","04/2019","1"
"270430","MACEIÓ","AL","02/2019","1"
"270430","MACEIÓ","AL","11/2018","1"
"270430","MACEIÓ","AL","08/2019","1"
"270430","MACEIÓ","AL","10/2018","1"
"270430","MACEIÓ","AL","12/2018","1"
"270430","MACEIÓ","AL","10/2019","1"
"270440","MAJOR ISIDORO","AL","07/2019","1"
"270440","MAJOR ISIDORO","AL","04/2019","1"
"270440","MAJOR ISIDORO","AL","12/2018","1"
"270440","MAJOR ISIDORO","AL","11/2018","1"
"270440","MAJOR ISIDORO","AL","09/2018","1"
"270440","MAJOR ISIDORO","AL","03/2019","1"
"270440","MAJOR ISIDORO","AL","09/2019","1"
"270440","MAJOR ISIDORO","AL","10/2018","1"
"270440","MAJOR ISIDORO","AL","01/2019","1"
"270440","MAJOR ISIDORO","AL","08/2019","1"
"270440","MAJOR ISIDORO","AL","02/2019","1"
"270440","MAJOR ISIDORO","AL","06/2019","1"
"270440","MAJOR ISIDORO","AL","10/2019","1"
"270440","MAJOR ISIDORO","AL","05/2019","1"
"270450","MARAGOGI","AL","09/2018","1"
"270450","MARAGOGI","AL","02/2019","1"
"270450","MARAGOGI","AL","11/2018","1"
"270450","MARAGOGI","AL","01/2019","1"
"270450","MARAGOGI","AL","05/2019","1"
"270450","MARAGOGI","AL","04/2019","1"
"270450","MARAGOGI","AL","10/2019","1"
"270450","MARAGOGI","AL","09/2019","1"
"270450","MARAGOGI","AL","03/2019","1"
"270450","MARAGOGI","AL","08/2019","1"
"270450","MARAGOGI","AL","10/2018","1"
"270450","MARAGOGI","AL","07/2019","1"
"270450","MARAGOGI","AL","12/2018","1"
"270450","MARAGOGI","AL","06/2019","1"
"270460","MARAVILHA","AL","09/2019","1"
"270460","MARAVILHA","AL","06/2019","1"
"270460","MARAVILHA","AL","10/2018","1"
"270460","MARAVILHA","AL","04/2019","1"
"270460","MARAVILHA","AL","09/2018","1"
"270460","MARAVILHA","AL","01/2019","1"
"270460","MARAVILHA","AL","08/2019","1"
"270460","MARAVILHA","AL","05/2019","1"
"270460","MARAVILHA","AL","11/2018","1"
"270460","MARAVILHA","AL","10/2019","1"
"270460","MARAVILHA","AL","07/2019","1"
"270460","MARAVILHA","AL","02/2019","1"
"270460","MARAVILHA","AL","03/2019","1"
"270460","MARAVILHA","AL","12/2018","1"
"270470","MARECHAL DEODORO","AL","10/2019","1"
"270470","MARECHAL DEODORO","AL","06/2019","1"
"270470","MARECHAL DEODORO","AL","12/2018","1"
"270470","MARECHAL DEODORO","AL","01/2019","1"
"270470","MARECHAL DEODORO","AL","10/2018","1"
"270470","MARECHAL DEODORO","AL","09/2018","1"
"270470","MARECHAL DEODORO","AL","02/2019","1"
"270470","MARECHAL DEODORO","AL","08/2019","1"
"270470","MARECHAL DEODORO","AL","11/2018","1"
"270470","MARECHAL DEODORO","AL","09/2019","1"
"270470","MARECHAL DEODORO","AL","03/2019","1"
"270470","MARECHAL DEODORO","AL","04/2019","1"
"270470","MARECHAL DEODORO","AL","07/2019","1"
"270470","MARECHAL DEODORO","AL","05/2019","1"
"270480","MARIBONDO","AL","01/2019","1"
"270480","MARIBONDO","AL","07/2019","1"
"270480","MARIBONDO","AL","12/2018","1"
"270480","MARIBONDO","AL","08/2019","1"
"270480","MARIBONDO","AL","09/2019","1"
"270480","MARIBONDO","AL","06/2019","1"
"270480","MARIBONDO","AL","11/2018","1"
"270480","MARIBONDO","AL","10/2019","1"
"270480","MARIBONDO","AL","05/2019","1"
"270480","MARIBONDO","AL","02/2019","1"
"270480","MARIBONDO","AL","09/2018","1"
"270480","MARIBONDO","AL","04/2019","1"
"270480","MARIBONDO","AL","10/2018","1"
"270480","MARIBONDO","AL","03/2019","1"
"270490","MAR VERMELHO","AL","09/2018","1"
"270490","MAR VERMELHO","AL","09/2019","1"
"270490","MAR VERMELHO","AL","07/2019","1"
"270490","MAR VERMELHO","AL","06/2019","1"
"270490","MAR VERMELHO","AL","04/2019","1"
"270490","MAR VERMELHO","AL","03/2019","1"
"270490","MAR VERMELHO","AL","05/2019","1"
"270490","MAR VERMELHO","AL","02/2019","1"
"270490","MAR VERMELHO","AL","08/2019","1"
"270490","MAR VERMELHO","AL","01/2019","1"
"270490","MAR VERMELHO","AL","12/2018","1"
"270490","MAR VERMELHO","AL","11/2018","1"
"270490","MAR VERMELHO","AL","10/2019","1"
"270490","MAR VERMELHO","AL","10/2018","1"
"270500","MATA GRANDE","AL","12/2018","1"
"270500","MATA GRANDE","AL","10/2019","1"
"270500","MATA GRANDE","AL","09/2018","1"
"270500","MATA GRANDE","AL","10/2018","1"
"270500","MATA GRANDE","AL","11/2018","1"
"270500","MATA GRANDE","AL","06/2019","1"
"270500","MATA GRANDE","AL","04/2019","1"
"270500","MATA GRANDE","AL","05/2019","1"
"270500","MATA GRANDE","AL","01/2019","1"
"270500","MATA GRANDE","AL","08/2019","1"
"270500","MATA GRANDE","AL","07/2019","1"
"270500","MATA GRANDE","AL","02/2019","1"
"270500","MATA GRANDE","AL","03/2019","1"
"270500","MATA GRANDE","AL","09/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","03/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","04/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","09/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","09/2018","1"
"270510","MATRIZ DE CAMARAGIBE","AL","07/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","02/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","05/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","12/2018","1"
"270510","MATRIZ DE CAMARAGIBE","AL","11/2018","1"
"270510","MATRIZ DE CAMARAGIBE","AL","01/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","06/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","10/2019","1"
"270510","MATRIZ DE CAMARAGIBE","AL","10/2018","1"
"270510","MATRIZ DE CAMARAGIBE","AL","08/2019","1"
"270520","MESSIAS","AL","04/2019","1"
"270520","MESSIAS","AL","09/2018","1"
"270520","MESSIAS","AL","10/2019","1"
"270520","MESSIAS","AL","06/2019","1"
"270520","MESSIAS","AL","11/2018","1"
"270520","MESSIAS","AL","07/2019","1"
"270520","MESSIAS","AL","10/2018","1"
"270520","MESSIAS","AL","03/2019","1"
"270520","MESSIAS","AL","01/2019","1"
"270520","MESSIAS","AL","02/2019","1"
"270520","MESSIAS","AL","12/2018","1"
"270520","MESSIAS","AL","05/2019","1"
"270520","MESSIAS","AL","08/2019","1"
"270520","MESSIAS","AL","09/2019","1"
"270530","MINADOR DO NEGRÃO","AL","12/2018","1"
"270530","MINADOR DO NEGRÃO","AL","02/2019","1"
"270530","MINADOR DO NEGRÃO","AL","09/2019","1"
"270530","MINADOR DO NEGRÃO","AL","08/2019","1"
"270530","MINADOR DO NEGRÃO","AL","07/2019","1"
"270530","MINADOR DO NEGRÃO","AL","01/2019","1"
"270530","MINADOR DO NEGRÃO","AL","10/2019","1"
"270530","MINADOR DO NEGRÃO","AL","03/2019","1"
"270530","MINADOR DO NEGRÃO","AL","05/2019","1"
"270530","MINADOR DO NEGRÃO","AL","04/2019","1"
"270530","MINADOR DO NEGRÃO","AL","06/2019","1"
"270530","MINADOR DO NEGRÃO","AL","11/2018","1"
"270530","MINADOR DO NEGRÃO","AL","09/2018","1"
"270530","MINADOR DO NEGRÃO","AL","10/2018","1"
"270540","MONTEIRÓPOLIS","AL","09/2018","1"
"270540","MONTEIRÓPOLIS","AL","10/2018","1"
"270540","MONTEIRÓPOLIS","AL","07/2019","1"
"270540","MONTEIRÓPOLIS","AL","12/2018","1"
"270540","MONTEIRÓPOLIS","AL","02/2019","1"
"270540","MONTEIRÓPOLIS","AL","03/2019","1"
"270540","MONTEIRÓPOLIS","AL","04/2019","1"
"270540","MONTEIRÓPOLIS","AL","06/2019","1"
"270540","MONTEIRÓPOLIS","AL","10/2019","1"
"270540","MONTEIRÓPOLIS","AL","08/2019","1"
"270540","MONTEIRÓPOLIS","AL","05/2019","1"
"270540","MONTEIRÓPOLIS","AL","01/2019","1"
"270540","MONTEIRÓPOLIS","AL","09/2019","1"
"270540","MONTEIRÓPOLIS","AL","11/2018","1"
"270550","MURICI","AL","11/2018","1"
"270550","MURICI","AL","02/2019","1"
"270550","MURICI","AL","08/2019","1"
"270550","MURICI","AL","10/2019","1"
"270550","MURICI","AL","07/2019","1"
"270550","MURICI","AL","05/2019","1"
"270550","MURICI","AL","09/2018","1"
"270550","MURICI","AL","01/2019","1"
"270550","MURICI","AL","09/2019","1"
"270550","MURICI","AL","04/2019","1"
"270550","MURICI","AL","03/2019","1"
"270550","MURICI","AL","10/2018","1"
"270550","MURICI","AL","06/2019","1"
"270550","MURICI","AL","12/2018","1"
"270560","NOVO LINO","AL","12/2018","1"
"270560","NOVO LINO","AL","09/2018","1"
"270560","NOVO LINO","AL","04/2019","1"
"270560","NOVO LINO","AL","01/2019","1"
"270560","NOVO LINO","AL","03/2019","1"
"270560","NOVO LINO","AL","08/2019","1"
"270560","NOVO LINO","AL","10/2019","1"
"270560","NOVO LINO","AL","09/2019","1"
"270560","NOVO LINO","AL","02/2019","1"
"270560","NOVO LINO","AL","06/2019","1"
"270560","NOVO LINO","AL","07/2019","1"
"270560","NOVO LINO","AL","05/2019","1"
"270560","NOVO LINO","AL","10/2018","1"
"270560","NOVO LINO","AL","11/2018","1"
"270570","OLHO DÁGUA DAS FLORES","AL","12/2018","1"
"270570","OLHO DÁGUA DAS FLORES","AL","11/2018","1"
"270570","OLHO DÁGUA DAS FLORES","AL","10/2019","1"
"270570","OLHO DÁGUA DAS FLORES","AL","09/2018","1"
"270570","OLHO DÁGUA DAS FLORES","AL","06/2019","1"
"270570","OLHO DÁGUA DAS FLORES","AL","07/2019","1"
"270570","OLHO DÁGUA DAS FLORES","AL","03/2019","1"
"270570","OLHO DÁGUA DAS FLORES","AL","04/2019","1"
"270570","OLHO DÁGUA DAS FLORES","AL","01/2019","1"
"270570","OLHO DÁGUA DAS FLORES","AL","09/2019","1"
"270570","OLHO DÁGUA DAS FLORES","AL","08/2019","1"
